MES_REFERENCIA;VENDEDOR;SUBMARCA;META_FATURAMENTO
2025-05;VEN017;Energéticos;85436.68
2025-05;VEN017;Isotônicos;68906.49
2025-05;VEN017;Cerveja Premium;53294.15
2025-05;VEN018;Energéticos;81202.06
2025-05;VEN018;Isotônicos;61867.59
2025-05;VEN018;Cerveja Premium;52288.36
2025-05;VEN019;Energéticos;76376.16
2025-05;VEN019;Isotônicos;61841.31
2025-05;VEN019;Cerveja Premium;46183.21
2025-05;VEN020;Energéticos;106961.94
2025-05;VEN020;Isotônicos;67889.18
2025-05;VEN020;Cerveja Premium;54688.55
2025-05;VEN021;Energéticos;93571.23
2025-05;VEN021;Isotônicos;46572.65
2025-05;VEN021;Cerveja Premium;45555.9
2025-05;VEN022;Energéticos;91289.0
2025-05;VEN022;Isotônicos;52597.14
2025-05;VEN022;Cerveja Premium;42147.83
2025-05;VEN023;Energéticos;76943.26
2025-05;VEN023;Isotônicos;42442.19
2025-05;VEN023;Cerveja Premium;53524.19
2025-05;VEN024;Energéticos;82912.42
2025-05;VEN024;Isotônicos;53665.28
2025-05;VEN024;Cerveja Premium;41317.79
2025-05;VEN025;Energéticos;105902.31
2025-05;VEN025;Isotônicos;52689.99
2025-05;VEN025;Cerveja Premium;39129.24
2025-05;VEN026;Energéticos;67857.54
2025-05;VEN026;Isotônicos;46855.93
2025-05;VEN026;Cerveja Premium;55017.06
2025-05;VEN027;Energéticos;87955.19
2025-05;VEN027;Isotônicos;56462.24
2025-05;VEN027;Cerveja Premium;44708.24
2025-05;VEN028;Energéticos;101815.75
2025-05;VEN028;Isotônicos;51653.0
2025-05;VEN028;Cerveja Premium;43074.46
2025-05;VEN029;Energéticos;104467.13
2025-05;VEN029;Isotônicos;54730.83
2025-05;VEN029;Cerveja Premium;56608.83
2025-05;VEN030;Energéticos;96631.76
2025-05;VEN030;Isotônicos;51186.93
2025-05;VEN030;Cerveja Premium;45878.83
2025-05;VEN031;Energéticos;68680.83
2025-05;VEN031;Isotônicos;66810.99
2025-05;VEN031;Cerveja Premium;33582.36
2025-05;VEN032;Energéticos;69469.93
2025-05;VEN032;Isotônicos;50438.14
2025-05;VEN032;Cerveja Premium;44537.71
2025-05;VEN033;Energéticos;85661.1
2025-05;VEN033;Isotônicos;47346.05
2025-05;VEN033;Cerveja Premium;54140.32
2025-05;VEN034;Energéticos;94118.86
2025-05;VEN034;Isotônicos;64370.73
2025-05;VEN034;Cerveja Premium;38821.38
2025-05;VEN035;Energéticos;87049.22
2025-05;VEN035;Isotônicos;62862.12
2025-05;VEN035;Cerveja Premium;50065.8
2025-05;VEN036;Energéticos;71596.32
2025-05;VEN036;Isotônicos;58780.23
2025-05;VEN036;Cerveja Premium;39794.02
2025-05;VEN037;Energéticos;114087.43
2025-05;VEN037;Isotônicos;51419.06
2025-05;VEN037;Cerveja Premium;50530.28
2025-05;VEN038;Energéticos;92622.39
2025-05;VEN038;Isotônicos;47976.35
2025-05;VEN038;Cerveja Premium;47438.54
2025-05;VEN039;Energéticos;105699.17
2025-05;VEN039;Isotônicos;51722.39
2025-05;VEN039;Cerveja Premium;47902.01
2025-05;VEN040;Energéticos;92326.08
2025-05;VEN040;Isotônicos;51006.73
2025-05;VEN040;Cerveja Premium;56035.07
2025-05;VEN041;Energéticos;103905.75
2025-05;VEN041;Isotônicos;57668.24
2025-05;VEN041;Cerveja Premium;42347.88
2025-05;VEN042;Energéticos;85267.5
2025-05;VEN042;Isotônicos;51204.61
2025-05;VEN042;Cerveja Premium;40138.37
2025-05;VEN043;Energéticos;78744.05
2025-05;VEN043;Isotônicos;54283.06
2025-05;VEN043;Cerveja Premium;49882.48
2025-05;VEN044;Energéticos;79157.87
2025-05;VEN044;Isotônicos;55322.89
2025-05;VEN044;Cerveja Premium;57272.37
2025-05;VEN045;Energéticos;74592.98
2025-05;VEN045;Isotônicos;56802.33
2025-05;VEN045;Cerveja Premium;58900.88
2025-05;VEN046;Energéticos;66155.01
2025-05;VEN046;Isotônicos;47983.91
2025-05;VEN046;Cerveja Premium;50157.06
2025-05;VEN047;Energéticos;89603.58
2025-05;VEN047;Isotônicos;40974.61
2025-05;VEN047;Cerveja Premium;50669.81
2025-05;VEN048;Energéticos;72667.93
2025-05;VEN048;Isotônicos;58679.54
2025-05;VEN048;Cerveja Premium;45463.17
2025-05;VEN049;Energéticos;94452.37
2025-05;VEN049;Isotônicos;58412.23
2025-05;VEN049;Cerveja Premium;36853.16
2025-05;VEN050;Energéticos;70503.01
2025-05;VEN050;Isotônicos;57564.56
2025-05;VEN050;Cerveja Premium;31701.69
2025-05;VEN051;Energéticos;97591.98
2025-05;VEN051;Isotônicos;61346.74
2025-05;VEN051;Cerveja Premium;38152.92
2025-05;VEN052;Energéticos;67688.77
2025-05;VEN052;Isotônicos;52325.0
2025-05;VEN052;Cerveja Premium;60768.81
2025-05;VEN053;Energéticos;85830.24
2025-05;VEN053;Isotônicos;67827.92
2025-05;VEN053;Cerveja Premium;46484.83
2025-05;VEN054;Energéticos;101750.03
2025-05;VEN054;Isotônicos;59289.65
2025-05;VEN054;Cerveja Premium;36640.32
2025-05;VEN055;Energéticos;88020.64
2025-05;VEN055;Isotônicos;64495.44
2025-05;VEN055;Cerveja Premium;46630.23
2025-05;VEN056;Energéticos;93461.18
2025-05;VEN056;Isotônicos;48922.13
2025-05;VEN056;Cerveja Premium;48857.19
2025-05;VEN057;Energéticos;103225.1
2025-05;VEN057;Isotônicos;62346.69
2025-05;VEN057;Cerveja Premium;31450.23
2025-05;VEN058;Energéticos;76008.77
2025-05;VEN058;Isotônicos;56101.86
2025-05;VEN058;Cerveja Premium;49774.99
2025-05;VEN059;Energéticos;111712.83
2025-05;VEN059;Isotônicos;56634.0
2025-05;VEN059;Cerveja Premium;41689.21
2025-05;VEN060;Energéticos;96177.46
2025-05;VEN060;Isotônicos;52286.44
2025-05;VEN060;Cerveja Premium;41690.23
2025-05;VEN061;Energéticos;69982.22
2025-05;VEN061;Isotônicos;42749.19
2025-05;VEN061;Cerveja Premium;43223.77
2025-05;VEN062;Energéticos;97267.2
2025-05;VEN062;Isotônicos;54476.69
2025-05;VEN062;Cerveja Premium;34572.71
2025-05;VEN063;Energéticos;78639.08
2025-05;VEN063;Isotônicos;45815.58
2025-05;VEN063;Cerveja Premium;47963.74
2025-05;VEN064;Energéticos;86129.67
2025-05;VEN064;Isotônicos;56175.41
2025-05;VEN064;Cerveja Premium;61296.25
2025-05;VEN065;Energéticos;73782.67
2025-05;VEN065;Isotônicos;71321.42
2025-05;VEN065;Cerveja Premium;44975.44
2025-05;VEN066;Energéticos;98863.76
2025-05;VEN066;Isotônicos;51045.82
2025-05;VEN066;Cerveja Premium;47055.1
2025-05;VEN067;Energéticos;90961.1
2025-05;VEN067;Isotônicos;64675.49
2025-05;VEN067;Cerveja Premium;48453.67
2025-05;VEN068;Energéticos;86624.06
2025-05;VEN068;Isotônicos;59585.63
2025-05;VEN068;Cerveja Premium;35972.36
2025-05;VEN069;Energéticos;97214.93
2025-05;VEN069;Isotônicos;64073.26
2025-05;VEN069;Cerveja Premium;49550.97
2025-05;VEN070;Energéticos;85121.76
2025-05;VEN070;Isotônicos;48061.52
2025-05;VEN070;Cerveja Premium;44732.9
2025-05;VEN071;Energéticos;76333.56
2025-05;VEN071;Isotônicos;48602.21
2025-05;VEN071;Cerveja Premium;54260.22
2025-05;VEN072;Energéticos;99664.87
2025-05;VEN072;Isotônicos;52427.78
2025-05;VEN072;Cerveja Premium;51738.44
2025-05;VEN073;Energéticos;98960.11
2025-05;VEN073;Isotônicos;54312.02
2025-05;VEN073;Cerveja Premium;49999.54
2025-05;VEN074;Energéticos;72655.99
2025-05;VEN074;Isotônicos;42814.66
2025-05;VEN074;Cerveja Premium;43322.31
2025-05;VEN075;Energéticos;100124.73
2025-05;VEN075;Isotônicos;45369.24
2025-05;VEN075;Cerveja Premium;61073.26
2025-05;VEN076;Energéticos;79016.94
2025-05;VEN076;Isotônicos;57568.34
2025-05;VEN076;Cerveja Premium;51672.37
2025-05;VEN077;Energéticos;89462.49
2025-05;VEN077;Isotônicos;58898.32
2025-05;VEN077;Cerveja Premium;54931.5
2025-05;VEN078;Energéticos;80570.83
2025-05;VEN078;Isotônicos;43950.58
2025-05;VEN078;Cerveja Premium;45222.55
2025-05;VEN079;Energéticos;74857.6
2025-05;VEN079;Isotônicos;63847.59
2025-05;VEN079;Cerveja Premium;36625.95
2025-05;VEN080;Energéticos;75518.14
2025-05;VEN080;Isotônicos;57013.46
2025-05;VEN080;Cerveja Premium;53553.92
2025-05;VEN081;Energéticos;98952.62
2025-05;VEN081;Isotônicos;69016.53
2025-05;VEN081;Cerveja Premium;41976.47
2025-05;VEN082;Energéticos;108386.9
2025-05;VEN082;Isotônicos;60045.05
2025-05;VEN082;Cerveja Premium;37719.87
2025-05;VEN083;Energéticos;65101.27
2025-05;VEN083;Isotônicos;44177.08
2025-05;VEN083;Cerveja Premium;51530.1
2025-05;VEN084;Energéticos;101192.46
2025-05;VEN084;Isotônicos;68356.41
2025-05;VEN084;Cerveja Premium;41893.45
2025-05;VEN085;Energéticos;105976.31
2025-05;VEN085;Isotônicos;47977.61
2025-05;VEN085;Cerveja Premium;50908.36
2025-05;VEN086;Energéticos;85859.99
2025-05;VEN086;Isotônicos;54521.64
2025-05;VEN086;Cerveja Premium;40417.17
2025-05;VEN087;Energéticos;85142.78
2025-05;VEN087;Isotônicos;48576.33
2025-05;VEN087;Cerveja Premium;49629.55
2025-05;VEN088;Energéticos;70602.42
2025-05;VEN088;Isotônicos;54991.86
2025-05;VEN088;Cerveja Premium;65374.74
2025-05;VEN089;Energéticos;76972.78
2025-05;VEN089;Isotônicos;69817.71
2025-05;VEN089;Cerveja Premium;39335.61
2025-05;VEN090;Energéticos;103743.39
2025-05;VEN090;Isotônicos;69044.35
2025-05;VEN090;Cerveja Premium;49334.46
2025-05;VEN091;Energéticos;97412.92
2025-05;VEN091;Isotônicos;62021.87
2025-05;VEN091;Cerveja Premium;34214.23
2025-05;VEN092;Energéticos;97418.77
2025-05;VEN092;Isotônicos;57342.52
2025-05;VEN092;Cerveja Premium;51473.84
2025-05;VEN093;Energéticos;74372.23
2025-05;VEN093;Isotônicos;60974.77
2025-05;VEN093;Cerveja Premium;67607.51
2025-05;VEN094;Energéticos;81223.98
2025-05;VEN094;Isotônicos;66133.56
2025-05;VEN094;Cerveja Premium;55332.83
2025-05;VEN095;Energéticos;75452.38
2025-05;VEN095;Isotônicos;59925.25
2025-05;VEN095;Cerveja Premium;46591.25
2025-05;VEN096;Energéticos;71072.77
2025-05;VEN096;Isotônicos;66283.11
2025-05;VEN096;Cerveja Premium;41293.96
2025-05;VEN097;Energéticos;64058.31
2025-05;VEN097;Isotônicos;52647.0
2025-05;VEN097;Cerveja Premium;58157.79
2025-05;VEN098;Energéticos;69190.69
2025-05;VEN098;Isotônicos;51721.42
2025-05;VEN098;Cerveja Premium;43982.42
2025-05;VEN099;Energéticos;102506.71
2025-05;VEN099;Isotônicos;46615.63
2025-05;VEN099;Cerveja Premium;51615.49
2025-05;VEN100;Energéticos;96188.7
2025-05;VEN100;Isotônicos;65705.53
2025-05;VEN100;Cerveja Premium;34158.43
2025-06;VEN001;Energéticos;78725.59
2025-06;VEN001;Isotônicos;42047.22
2025-06;VEN001;Cerveja Premium;42527.23
2025-06;VEN002;Energéticos;69285.52
2025-06;VEN002;Isotônicos;58994.63
2025-06;VEN002;Cerveja Premium;43541.82
2025-06;VEN003;Energéticos;77318.68
2025-06;VEN003;Isotônicos;66796.73
2025-06;VEN003;Cerveja Premium;41572.47
2025-06;VEN004;Energéticos;81127.58
2025-06;VEN004;Isotônicos;56977.72
2025-06;VEN004;Cerveja Premium;47663.66
2025-06;VEN005;Energéticos;70409.09
2025-06;VEN005;Isotônicos;61538.37
2025-06;VEN005;Cerveja Premium;49817.18
2025-06;VEN006;Energéticos;63313.71
2025-06;VEN006;Isotônicos;60188.55
2025-06;VEN006;Cerveja Premium;56140.83
2025-06;VEN007;Energéticos;58960.12
2025-06;VEN007;Isotônicos;59072.65
2025-06;VEN007;Cerveja Premium;51072.23
2025-06;VEN008;Energéticos;101083.47
2025-06;VEN008;Isotônicos;52894.3
2025-06;VEN008;Cerveja Premium;57556.97
2025-06;VEN009;Energéticos;68518.32
2025-06;VEN009;Isotônicos;56930.14
2025-06;VEN009;Cerveja Premium;30491.93
2025-06;VEN010;Energéticos;102140.54
2025-06;VEN010;Isotônicos;56759.26
2025-06;VEN010;Cerveja Premium;34304.78
2025-06;VEN011;Energéticos;74143.81
2025-06;VEN011;Isotônicos;48277.16
2025-06;VEN011;Cerveja Premium;39350.37
2025-06;VEN012;Energéticos;75856.75
2025-06;VEN012;Isotônicos;51210.63
2025-06;VEN012;Cerveja Premium;50705.41
2025-06;VEN013;Energéticos;94001.57
2025-06;VEN013;Isotônicos;56035.65
2025-06;VEN013;Cerveja Premium;37011.44
2025-06;VEN014;Energéticos;76233.36
2025-06;VEN014;Isotônicos;42843.32
2025-06;VEN014;Cerveja Premium;62484.97
2025-06;VEN015;Energéticos;87788.21
2025-06;VEN015;Isotônicos;50657.18
2025-06;VEN015;Cerveja Premium;58124.13
2025-06;VEN016;Energéticos;87778.13
2025-06;VEN016;Isotônicos;44436.53
2025-06;VEN016;Cerveja Premium;58366.2
2025-06;VEN017;Energéticos;101017.13
2025-06;VEN017;Isotônicos;64247.36
2025-06;VEN017;Cerveja Premium;40693.2
2025-06;VEN018;Energéticos;88364.31
2025-06;VEN018;Isotônicos;80830.99
2025-06;VEN018;Cerveja Premium;48973.9
2025-06;VEN019;Energéticos;77513.26
2025-06;VEN019;Isotônicos;51581.38
2025-06;VEN019;Cerveja Premium;59277.41
2025-06;VEN020;Energéticos;87520.45
2025-06;VEN020;Isotônicos;59599.35
2025-06;VEN020;Cerveja Premium;53979.69
2025-06;VEN021;Energéticos;71975.71
2025-06;VEN021;Isotônicos;57032.7
2025-06;VEN021;Cerveja Premium;46471.37
2025-06;VEN022;Energéticos;82349.77
2025-06;VEN022;Isotônicos;41181.56
2025-06;VEN022;Cerveja Premium;49246.02
2025-06;VEN023;Energéticos;80276.1
2025-06;VEN023;Isotônicos;41067.35
2025-06;VEN023;Cerveja Premium;52244.58
2025-06;VEN024;Energéticos;82227.03
2025-06;VEN024;Isotônicos;59643.06
2025-06;VEN024;Cerveja Premium;38982.63
2025-06;VEN025;Energéticos;94699.97
2025-06;VEN025;Isotônicos;57519.02
2025-06;VEN025;Cerveja Premium;36552.15
2025-06;VEN026;Energéticos;74091.74
2025-06;VEN026;Isotônicos;60810.52
2025-06;VEN026;Cerveja Premium;59441.33
2025-06;VEN027;Energéticos;87018.58
2025-06;VEN027;Isotônicos;45929.45
2025-06;VEN027;Cerveja Premium;52952.79
2025-06;VEN028;Energéticos;87069.61
2025-06;VEN028;Isotônicos;57848.07
2025-06;VEN028;Cerveja Premium;37358.6
2025-06;VEN029;Energéticos;114709.76
2025-06;VEN029;Isotônicos;54653.47
2025-06;VEN029;Cerveja Premium;44248.41
2025-06;VEN030;Energéticos;89892.88
2025-06;VEN030;Isotônicos;47980.53
2025-06;VEN030;Cerveja Premium;57656.72
2025-06;VEN031;Energéticos;80228.24
2025-06;VEN031;Isotônicos;53915.1
2025-06;VEN031;Cerveja Premium;32245.19
2025-06;VEN032;Energéticos;64834.88
2025-06;VEN032;Isotônicos;58572.67
2025-06;VEN032;Cerveja Premium;39080.44
2025-06;VEN033;Energéticos;95078.61
2025-06;VEN033;Isotônicos;65694.34
2025-06;VEN033;Cerveja Premium;49011.72
2025-06;VEN034;Energéticos;75078.62
2025-06;VEN034;Isotônicos;60277.88
2025-06;VEN034;Cerveja Premium;36991.03
2025-06;VEN035;Energéticos;68669.74
2025-06;VEN035;Isotônicos;59809.46
2025-06;VEN035;Cerveja Premium;46197.55
2025-06;VEN036;Energéticos;95115.49
2025-06;VEN036;Isotônicos;50757.48
2025-06;VEN036;Cerveja Premium;37582.09
2025-06;VEN037;Energéticos;108854.38
2025-06;VEN037;Isotônicos;60111.63
2025-06;VEN037;Cerveja Premium;46217.53
2025-06;VEN038;Energéticos;96770.29
2025-06;VEN038;Isotônicos;47051.45
2025-06;VEN038;Cerveja Premium;49854.73
2025-06;VEN039;Energéticos;87948.69
2025-06;VEN039;Isotônicos;52161.77
2025-06;VEN039;Cerveja Premium;46784.7
2025-06;VEN040;Energéticos;100756.54
2025-06;VEN040;Isotônicos;48038.29
2025-06;VEN040;Cerveja Premium;43091.1
2025-06;VEN041;Energéticos;103686.75
2025-06;VEN041;Isotônicos;58904.34
2025-06;VEN041;Cerveja Premium;45214.52
2025-06;VEN042;Energéticos;114661.49
2025-06;VEN042;Isotônicos;48460.96
2025-06;VEN042;Cerveja Premium;46623.74
2025-06;VEN043;Energéticos;72255.33
2025-06;VEN043;Isotônicos;56957.1
2025-06;VEN043;Cerveja Premium;49324.89
2025-06;VEN044;Energéticos;78546.75
2025-06;VEN044;Isotônicos;55179.7
2025-06;VEN044;Cerveja Premium;50893.42
2025-06;VEN045;Energéticos;85710.89
2025-06;VEN045;Isotônicos;57034.47
2025-06;VEN045;Cerveja Premium;53819.74
2025-06;VEN046;Energéticos;81713.01
2025-06;VEN046;Isotônicos;44862.53
2025-06;VEN046;Cerveja Premium;44098.68
2025-06;VEN047;Energéticos;90430.04
2025-06;VEN047;Isotônicos;44384.56
2025-06;VEN047;Cerveja Premium;45564.35
2025-06;VEN048;Energéticos;83180.1
2025-06;VEN048;Isotônicos;60330.75
2025-06;VEN048;Cerveja Premium;40847.3
2025-06;VEN049;Energéticos;100217.75
2025-06;VEN049;Isotônicos;54759.82
2025-06;VEN049;Cerveja Premium;36807.75
2025-06;VEN050;Energéticos;75461.24
2025-06;VEN050;Isotônicos;50985.44
2025-06;VEN050;Cerveja Premium;32732.68
2025-06;VEN051;Energéticos;78612.94
2025-06;VEN051;Isotônicos;51527.55
2025-06;VEN051;Cerveja Premium;53012.6
2025-06;VEN052;Energéticos;94430.5
2025-06;VEN052;Isotônicos;52687.68
2025-06;VEN052;Cerveja Premium;44769.3
2025-06;VEN053;Energéticos;70482.46
2025-06;VEN053;Isotônicos;54008.3
2025-06;VEN053;Cerveja Premium;41422.58
2025-06;VEN054;Energéticos;92095.97
2025-06;VEN054;Isotônicos;67756.29
2025-06;VEN054;Cerveja Premium;32754.78
2025-06;VEN055;Energéticos;92104.53
2025-06;VEN055;Isotônicos;53363.48
2025-06;VEN055;Cerveja Premium;50282.85
2025-06;VEN056;Energéticos;82650.57
2025-06;VEN056;Isotônicos;47824.7
2025-06;VEN056;Cerveja Premium;47935.21
2025-06;VEN057;Energéticos;105321.62
2025-06;VEN057;Isotônicos;56777.82
2025-06;VEN057;Cerveja Premium;38559.87
2025-06;VEN058;Energéticos;101918.15
2025-06;VEN058;Isotônicos;69527.44
2025-06;VEN058;Cerveja Premium;56531.09
2025-06;VEN059;Energéticos;82038.01
2025-06;VEN059;Isotônicos;62230.13
2025-06;VEN059;Cerveja Premium;35215.01
2025-06;VEN060;Energéticos;106761.26
2025-06;VEN060;Isotônicos;55322.34
2025-06;VEN060;Cerveja Premium;36760.54
2025-06;VEN061;Energéticos;67115.5
2025-06;VEN061;Isotônicos;55787.53
2025-06;VEN061;Cerveja Premium;31303.7
2025-06;VEN062;Energéticos;84638.15
2025-06;VEN062;Isotônicos;46949.28
2025-06;VEN062;Cerveja Premium;37782.29
2025-06;VEN063;Energéticos;89242.08
2025-06;VEN063;Isotônicos;50224.37
2025-06;VEN063;Cerveja Premium;58882.15
2025-06;VEN064;Energéticos;89582.79
2025-06;VEN064;Isotônicos;61082.18
2025-06;VEN064;Cerveja Premium;56225.28
2025-06;VEN065;Energéticos;108655.59
2025-06;VEN065;Isotônicos;56772.39
2025-06;VEN065;Cerveja Premium;42623.68
2025-06;VEN066;Energéticos;102572.74
2025-06;VEN066;Isotônicos;55246.4
2025-06;VEN066;Cerveja Premium;56783.1
2025-06;VEN067;Energéticos;95653.68
2025-06;VEN067;Isotônicos;62103.52
2025-06;VEN067;Cerveja Premium;44495.07
2025-06;VEN068;Energéticos;91549.39
2025-06;VEN068;Isotônicos;60944.49
2025-06;VEN068;Cerveja Premium;41131.62
2025-06;VEN069;Energéticos;103129.19
2025-06;VEN069;Isotônicos;55885.78
2025-06;VEN069;Cerveja Premium;37620.23
2025-06;VEN070;Energéticos;86565.79
2025-06;VEN070;Isotônicos;42150.52
2025-06;VEN070;Cerveja Premium;45920.25
2025-06;VEN071;Energéticos;82845.66
2025-06;VEN071;Isotônicos;44567.44
2025-06;VEN071;Cerveja Premium;49513.09
2025-06;VEN072;Energéticos;72616.32
2025-06;VEN072;Isotônicos;46451.58
2025-06;VEN072;Cerveja Premium;39041.15
2025-06;VEN073;Energéticos;102085.01
2025-06;VEN073;Isotônicos;50138.81
2025-06;VEN073;Cerveja Premium;36025.7
2025-06;VEN074;Energéticos;78640.65
2025-06;VEN074;Isotônicos;53949.93
2025-06;VEN074;Cerveja Premium;55132.75
2025-06;VEN075;Energéticos;95277.41
2025-06;VEN075;Isotônicos;47475.56
2025-06;VEN075;Cerveja Premium;63478.25
2025-06;VEN076;Energéticos;96001.91
2025-06;VEN076;Isotônicos;51727.08
2025-06;VEN076;Cerveja Premium;54307.84
2025-06;VEN077;Energéticos;105880.64
2025-06;VEN077;Isotônicos;47650.26
2025-06;VEN077;Cerveja Premium;49294.13
2025-06;VEN078;Energéticos;77257.37
2025-06;VEN078;Isotônicos;43739.96
2025-06;VEN078;Cerveja Premium;58369.23
2025-06;VEN079;Energéticos;97548.17
2025-06;VEN079;Isotônicos;72406.18
2025-06;VEN079;Cerveja Premium;42242.27
2025-06;VEN080;Energéticos;99678.81
2025-06;VEN080;Isotônicos;46857.33
2025-06;VEN080;Cerveja Premium;53135.32
2025-06;VEN081;Energéticos;104035.23
2025-06;VEN081;Isotônicos;49413.45
2025-06;VEN081;Cerveja Premium;42252.21
2025-06;VEN082;Energéticos;99921.29
2025-06;VEN082;Isotônicos;53427.14
2025-06;VEN082;Cerveja Premium;49961.59
2025-06;VEN083;Energéticos;74821.28
2025-06;VEN083;Isotônicos;49059.26
2025-06;VEN083;Cerveja Premium;55443.0
2025-06;VEN084;Energéticos;86777.03
2025-06;VEN084;Isotônicos;69470.95
2025-06;VEN084;Cerveja Premium;51466.96
2025-06;VEN085;Energéticos;110687.57
2025-06;VEN085;Isotônicos;58831.1
2025-06;VEN085;Cerveja Premium;59084.23
2025-06;VEN086;Energéticos;78171.45
2025-06;VEN086;Isotônicos;65951.69
2025-06;VEN086;Cerveja Premium;43594.55
2025-06;VEN087;Energéticos;90610.83
2025-06;VEN087;Isotônicos;35390.5
2025-06;VEN087;Cerveja Premium;46784.97
2025-06;VEN088;Energéticos;85079.48
2025-06;VEN088;Isotônicos;43891.0
2025-06;VEN088;Cerveja Premium;53643.44
2025-06;VEN089;Energéticos;69158.5
2025-06;VEN089;Isotônicos;63448.6
2025-06;VEN089;Cerveja Premium;38516.38
2025-06;VEN090;Energéticos;105323.35
2025-06;VEN090;Isotônicos;57728.61
2025-06;VEN090;Cerveja Premium;48410.41
2025-06;VEN091;Energéticos;87417.26
2025-06;VEN091;Isotônicos;58152.34
2025-06;VEN091;Cerveja Premium;35296.04
2025-06;VEN092;Energéticos;87284.55
2025-06;VEN092;Isotônicos;46519.86
2025-06;VEN092;Cerveja Premium;51246.87
2025-06;VEN093;Energéticos;74500.69
2025-06;VEN093;Isotônicos;47957.27
2025-06;VEN093;Cerveja Premium;68422.68
2025-06;VEN094;Energéticos;103719.01
2025-06;VEN094;Isotônicos;48357.8
2025-06;VEN094;Cerveja Premium;46010.6
2025-06;VEN095;Energéticos;102219.47
2025-06;VEN095;Isotônicos;56763.68
2025-06;VEN095;Cerveja Premium;57210.08
2025-06;VEN096;Energéticos;77333.88
2025-06;VEN096;Isotônicos;60094.69
2025-06;VEN096;Cerveja Premium;47964.45
2025-06;VEN097;Energéticos;61261.75
2025-06;VEN097;Isotônicos;46299.83
2025-06;VEN097;Cerveja Premium;44419.64
2025-06;VEN098;Energéticos;76422.1
2025-06;VEN098;Isotônicos;63671.06
2025-06;VEN098;Cerveja Premium;32984.25
2025-06;VEN099;Energéticos;109747.16
2025-06;VEN099;Isotônicos;51083.24
2025-06;VEN099;Cerveja Premium;53924.07
2025-06;VEN100;Energéticos;65892.68
2025-06;VEN100;Isotônicos;66028.33
2025-06;VEN100;Cerveja Premium;45496.7
2025-07;VEN001;Energéticos;94318.27
2025-07;VEN001;Isotônicos;41195.47
2025-07;VEN001;Cerveja Premium;43530.38
2025-07;VEN002;Energéticos;100284.04
2025-07;VEN002;Isotônicos;63772.06
2025-07;VEN002;Cerveja Premium;38622.07
2025-07;VEN003;Energéticos;72933.16
2025-07;VEN003;Isotônicos;49645.72
2025-07;VEN003;Cerveja Premium;47409.26
2025-07;VEN004;Energéticos;94483.02
2025-07;VEN004;Isotônicos;53955.99
2025-07;VEN004;Cerveja Premium;46677.73
2025-07;VEN005;Energéticos;79514.55
2025-07;VEN005;Isotônicos;44495.12
2025-07;VEN005;Cerveja Premium;53719.59
2025-07;VEN006;Energéticos;65292.69
2025-07;VEN006;Isotônicos;68214.01
2025-07;VEN006;Cerveja Premium;48704.68
2025-07;VEN007;Energéticos;62917.72
2025-07;VEN007;Isotônicos;63783.37
2025-07;VEN007;Cerveja Premium;60747.41
2025-07;VEN008;Energéticos;102259.43
2025-07;VEN008;Isotônicos;60294.48
2025-07;VEN008;Cerveja Premium;52688.45
2025-07;VEN009;Energéticos;90567.98
2025-07;VEN009;Isotônicos;53976.03
2025-07;VEN009;Cerveja Premium;33282.41
2025-07;VEN010;Energéticos;85674.24
2025-07;VEN010;Isotônicos;47772.56
2025-07;VEN010;Cerveja Premium;40057.17
2025-07;VEN011;Energéticos;103409.07
2025-07;VEN011;Isotônicos;52675.96
2025-07;VEN011;Cerveja Premium;41768.53
2025-07;VEN012;Energéticos;86348.93
2025-07;VEN012;Isotônicos;53655.27
2025-07;VEN012;Cerveja Premium;48468.36
2025-07;VEN013;Energéticos;79513.84
2025-07;VEN013;Isotônicos;46387.72
2025-07;VEN013;Cerveja Premium;44663.46
2025-07;VEN014;Energéticos;104877.4
2025-07;VEN014;Isotônicos;50016.06
2025-07;VEN014;Cerveja Premium;48710.11
2025-07;VEN015;Energéticos;91877.89
2025-07;VEN015;Isotônicos;68173.05
2025-07;VEN015;Cerveja Premium;47074.78
2025-07;VEN016;Energéticos;72805.64
2025-07;VEN016;Isotônicos;53388.87
2025-07;VEN016;Cerveja Premium;47915.84
2025-07;VEN017;Energéticos;94080.63
2025-07;VEN017;Isotônicos;58490.64
2025-07;VEN017;Cerveja Premium;51764.88
2025-07;VEN018;Energéticos;87724.97
2025-07;VEN018;Isotônicos;56559.52
2025-07;VEN018;Cerveja Premium;51473.78
2025-07;VEN019;Energéticos;89870.61
2025-07;VEN019;Isotônicos;59344.86
2025-07;VEN019;Cerveja Premium;52205.01
2025-07;VEN020;Energéticos;86550.6
2025-07;VEN020;Isotônicos;62735.64
2025-07;VEN020;Cerveja Premium;47781.92
2025-07;VEN021;Energéticos;69128.52
2025-07;VEN021;Isotônicos;43658.96
2025-07;VEN021;Cerveja Premium;37690.35
2025-07;VEN022;Energéticos;98159.85
2025-07;VEN022;Isotônicos;46234.78
2025-07;VEN022;Cerveja Premium;40602.27
2025-07;VEN023;Energéticos;88632.52
2025-07;VEN023;Isotônicos;60202.21
2025-07;VEN023;Cerveja Premium;38531.51
2025-07;VEN024;Energéticos;74050.96
2025-07;VEN024;Isotônicos;49683.09
2025-07;VEN024;Cerveja Premium;43940.42
2025-07;VEN025;Energéticos;105872.1
